Transcript stable ID,Transcript stable ID version,CDS Length,Gene name
ENST00000605814,ENST00000605814.1,,HMGB1P50
ENST00000548512,ENST00000548512.1,,LINC02424
ENST00000686640,ENST00000686640.2,,CRYBB2P1
ENST00000264108,ENST00000264108.5,1260,HAT1
ENST00000054950,ENST00000054950.4,996,RCN1
ENST00000270310,ENST00000270310.7,243,FXYD7
ENST00000439745,ENST00000439745.1,,
ENST00000496811,ENST00000496811.6,3027,DHX36
ENST00000426124,ENST00000426124.1,,
ENST00000445148,ENST00000445148.2,354,GAGE12G
ENST00000381418,ENST00000381418.9,3570,HR
ENST00000261313,ENST00000261313.3,564,PEBP1
ENST00000451163,ENST00000451163.2,,IGKV1OR2-2
ENST00000216468,ENST00000216468.8,978,TMED8
ENST00000566814,ENST00000566814.2,,TFIP11-DT
ENST00000554198,ENST00000554198.2,,
ENST00000651222,ENST00000651222.2,7278,MPRIP
ENST00000547227,ENST00000547227.1,,YPEL5P3
ENST00000397487,ENST00000397487.4,,POTEKP
ENST00000666596,ENST00000666596.1,,
ENST00000399429,ENST00000399429.8,3378,COL28A1
ENST00000548059,ENST00000548059.1,,
ENST00000658567,ENST00000658567.1,,
ENST00000624010,ENST00000624010.1,,
ENST00000624721,ENST00000624721.1,,
ENST00000430257,ENST00000430257.1,,CBX3P6
ENST00000623746,ENST00000623746.1,,
ENST00000417715,ENST00000417715.1,,LINC01853
ENST00000381722,ENST00000381722.2,354,GAGE12H
ENST00000424612,ENST00000424612.1,,LINC02936
ENST00000362097,ENST00000362097.2,351,GAGE2A
ENST00000665677,ENST00000665677.1,,LINC02369
ENST00000392568,ENST00000392568.7,669,NUDT14
ENST00000654008,ENST00000654008.2,,SNHG17
ENST00000415468,ENST00000415468.1,,
ENST00000437005,ENST00000437005.1,,PIP5K1P2
ENST00000266744,ENST00000266744.4,711,ASCL1
ENST00000504440,ENST00000504440.1,,NPHP3-AS1
ENST00000455434,ENST00000455434.1,,RPL31P39
ENST00000362153,ENST00000362153.3,,MIR339
ENST00000338754,ENST00000338754.9,1134,TPST2
ENST00000484852,ENST00000484852.1,,HNRNPA1P20
ENST00000384168,ENST00000384168.1,,Y_RNA
ENST00000579503,ENST00000579503.1,,MIR4656
ENST00000492781,ENST00000492781.1,,YTHDF3P1
ENST00000381700,ENST00000381700.11,354,GAGE1
ENST00000580847,ENST00000580847.1,,MIR3683
ENST00000391120,ENST00000391120.2,,U3
ENST00000424690,ENST00000424690.1,,NAALADL2-AS2
ENST00000364348,ENST00000364348.1,,Y_RNA
ENST00000364877,ENST00000364877.1,,RNU6-534P
ENST00000362600,ENST00000362600.1,,
ENST00000364904,ENST00000364904.1,,Y_RNA
ENST00000411042,ENST00000411042.1,,RN7SKP228
ENST00000437488,ENST00000437488.5,,KCNMB2-AS1
ENST00000622007,ENST00000622007.1,,Metazoa_SRP
ENST00000362603,ENST00000362603.1,,SNORA63
ENST00000556820,ENST00000556820.2,,
ENST00000353977,ENST00000353977.2,,RNU1-15P
ENST00000363883,ENST00000363883.1,,
ENST00000517266,ENST00000517266.1,,RN7SKP92
ENST00000506757,ENST00000506757.7,2880,SLC4A9
ENST00000408856,ENST00000408856.1,,MIR1183
ENST00000407599,ENST00000407599.4,351,GAGE10
ENST00000553301,ENST00000553301.1,,
ENST00000467147,ENST00000467147.3,,RN7SL542P
ENST00000516232,ENST00000516232.1,,RNA5SP228
ENST00000554540,ENST00000554540.1,,
ENST00000390962,ENST00000390962.1,,SNORD65C
ENST00000365363,ENST00000365363.2,,U3
ENST00000384150,ENST00000384150.1,,RNU6-1103P
ENST00000385037,ENST00000385037.1,,MIR550A1
ENST00000637270,ENST00000637270.1,,MIR550B1
ENST00000547295,ENST00000547295.2,,BNIP3P1
ENST00000516190,ENST00000516190.1,,
ENST00000463228,ENST00000463228.1,,RPL26P3
ENST00000365561,ENST00000365561.1,,RNU6-438P
ENST00000425548,ENST00000425548.1,,ISCA2P1
ENST00000384841,ENST00000384841.1,,MIR550A2
ENST00000637473,ENST00000637473.1,,MIR550B2
ENST00000617016,ENST00000617016.1,,
ENST00000468131,ENST00000468131.3,,RN7SL83P
ENST00000382641,ENST00000382641.1,,
ENST00000478131,ENST00000478131.3,,RN7SL132P
ENST00000384220,ENST00000384220.1,,SNORA20B
ENST00000618919,ENST00000618919.1,,
ENST00000408398,ENST00000408398.1,,MIR1200
ENST00000613562,ENST00000613562.1,,
ENST00000410937,ENST00000410937.1,,RNU6-565P
ENST00000613656,ENST00000613656.1,,
ENST00000363243,ENST00000363243.1,,
ENST00000432373,ENST00000432373.1,,AP1B1P1
ENST00000364696,ENST00000364696.1,,Y_RNA
ENST00000423412,ENST00000423412.1,,
ENST00000585069,ENST00000585069.3,,MIR3943
ENST00000448124,ENST00000448124.1,,AP1B1P1
ENST00000517174,ENST00000517174.1,,RNU7-35P
ENST00000416196,ENST00000416196.1,,AP1B1P2
ENST00000411326,ENST00000411326.1,,RNU6-575P
ENST00000436294,ENST00000436294.1,,
ENST00000384111,ENST00000384111.1,,SNORA5A
ENST00000611716,ENST00000611716.5,2910,PCSK6
ENST00000687007,ENST00000687007.2,,
ENST00000364902,ENST00000364902.1,,SNORA5C
ENST00000363786,ENST00000363786.1,,SNORA5B
ENST00000384215,ENST00000384215.1,,SNORA9
ENST00000410222,ENST00000410222.1,,RN7SKP218
ENST00000671154,ENST00000671154.1,,LINC02327
ENST00000624459,ENST00000624459.2,,FAM230A
ENST00000473305,ENST00000473305.3,,RN7SL292P
ENST00000410423,ENST00000410423.1,,RNU2-29P
ENST00000362759,ENST00000362759.1,,RNU1-14P
ENST00000383876,ENST00000383876.1,,SNORA22B
ENST00000410858,ENST00000410858.1,,RNU4-14P
ENST00000384439,ENST00000384439.1,,SNORA15
ENST00000372592,ENST00000372592.8,876,PHYHD1
ENST00000363601,ENST00000363601.1,,RNU6-1125P
ENST00000620909,ENST00000620909.1,,
ENST00000411398,ENST00000411398.1,,RNU6-1052P
ENST00000365426,ENST00000365426.1,,RNU6-1335P
ENST00000621762,ENST00000621762.1,,FAM247B
ENST00000517219,ENST00000517219.1,,
ENST00000384712,ENST00000384712.1,,RNU6-417P
ENST00000362361,ENST00000362361.1,,
ENST00000383907,ENST00000383907.1,,SNORA22
ENST00000384058,ENST00000384058.1,,SNORA15B-2
ENST00000619998,ENST00000619998.1,678,GGTLC3
ENST00000363800,ENST00000363800.1,,RNU6-912P
ENST00000516614,ENST00000516614.1,,RNU6-229P
ENST00000618466,ENST00000618466.1,,Metazoa_SRP
ENST00000410496,ENST00000410496.1,,RNA5SP231
ENST00000359859,ENST00000359859.4,,
ENST00000364690,ENST00000364690.1,,RNU6-973P
ENST00000442437,ENST00000442437.3,354,GAGE12J
ENST00000363319,ENST00000363319.1,,RNU6-832P
ENST00000516317,ENST00000516317.2,,RNU6-313P
ENST00000363916,ENST00000363916.1,,RNA5SP234
ENST00000497032,ENST00000497032.3,,RN7SL869P
ENST00000384091,ENST00000384091.1,,RNU6-849P
ENST00000363527,ENST00000363527.1,,Y_RNA
ENST00000615087,ENST00000615087.1,,
ENST00000466169,ENST00000466169.3,,RN7SL35P
ENST00000650159,ENST00000650159.1,,LINC02326
ENST00000612958,ENST00000612958.2,354,GAGE13
ENST00000459566,ENST00000459566.1,,RNU6-274P
ENST00000384036,ENST00000384036.1,,RNU6-10P
ENST00000612978,ENST00000612978.5,1041,TMEM191B
ENST00000410288,ENST00000410288.1,,RN7SKP129
ENST00000583734,ENST00000583734.1,,MIR4652
ENST00000364737,ENST00000364737.1,,RNU4-16P
ENST00000458868,ENST00000458868.1,,RNU6-956P
ENST00000257548,ENST00000257548.10,1554,USP30
ENST00000362605,ENST00000362605.1,,RN7SKP104
ENST00000580523,ENST00000580523.1,,MIR5692A1
ENST00000577959,ENST00000577959.1,,MIR5692C2
ENST00000365411,ENST00000365411.1,,RNA5SP235
ENST00000384318,ENST00000384318.1,,RNU6-532P
ENST00000384387,ENST00000384387.1,,RNU6-364P
ENST00000584358,ENST00000584358.2,,RN7SL478P
ENST00000517063,ENST00000517063.1,,RNU7-188P
ENST00000621599,ENST00000621599.1,,
ENST00000385290,ENST00000385290.1,,MIR591
ENST00000613701,ENST00000613701.1,,
ENST00000614213,ENST00000614213.1,,
ENST00000652140,ENST00000652140.1,,
ENST00000384366,ENST00000384366.1,,
ENST00000496274,ENST00000496274.3,,RN7SL252P
ENST00000516256,ENST00000516256.1,,RNU6-864P
ENST00000384723,ENST00000384723.1,,RNU6-1104P
ENST00000623065,ENST00000623065.1,,
ENST00000624984,ENST00000624984.1,,
ENST00000482796,ENST00000482796.1,322,
ENST00000624939,ENST00000624939.1,,
ENST00000652247,ENST00000652247.1,,
ENST00000517015,ENST00000517015.1,,
ENST00000516169,ENST00000516169.1,,RNA5SP236
ENST00000362354,ENST00000362354.1,,Y_RNA
ENST00000365507,ENST00000365507.1,,SNORA25B
ENST00000372586,ENST00000372586.4,1617,DOLK
ENST00000516214,ENST00000516214.1,,RNU6-581P
ENST00000488803,ENST00000488803.1,,RPS2P5
ENST00000516895,ENST00000516895.1,,RN7SKP277
ENST00000391326,ENST00000391326.1,,RNA5SP241
ENST00000175756,ENST00000175756.10,1383,PTPN18
ENST00000384362,ENST00000384362.1,,RNU6-517P
ENST00000585107,ENST00000585107.1,,MIR4653
ENST00000410414,ENST00000410414.1,,RNA5SP237
ENST00000643016,ENST00000643016.1,,LINC02359
ENST00000392674,ENST00000392674.3,,Metazoa_SRP
ENST00000606574,ENST00000606574.1,,RNU1-29P
ENST00000365355,ENST00000365355.1,,RNA5SP240
ENST00000653058,ENST00000653058.1,,
ENST00000639535,ENST00000639535.1,,MIR3654
ENST00000362830,ENST00000362830.1,,RNU6-223P
ENST00000364595,ENST00000364595.1,,
ENST00000605893,ENST00000605893.1,,RNU6-92P
ENST00000623483,ENST00000623483.2,,
ENST00000517011,ENST00000517011.1,,Y_RNA
ENST00000611214,ENST00000611214.1,,
ENST00000391001,ENST00000391001.1,,RNU6-1154P
ENST00000363101,ENST00000363101.1,,RNU6-797P
ENST00000410582,ENST00000410582.1,,RN7SKP223
ENST00000639714,ENST00000639714.1,,MIR4468
ENST00000649245,ENST00000649245.1,,
ENST00000436697,ENST00000436697.3,165,PIGBOS1
ENST00000383978,ENST00000383978.1,,Y_RNA
ENST00000516523,ENST00000516523.1,,RNU6-911P
ENST00000362976,ENST00000362976.1,,RNU1-72P
ENST00000652296,ENST00000652296.1,,
ENST00000362894,ENST00000362894.1,,Y_RNA
ENST00000391216,ENST00000391216.1,,RNU11-5P
ENST00000390851,ENST00000390851.1,,RNU1-82P
ENST00000550941,ENST00000550941.1,,
ENST00000516877,ENST00000516877.1,,RNU6-1234P
ENST00000362413,ENST00000362413.1,,RNU1-58P
ENST00000654897,ENST00000654897.1,,
ENST00000554918,ENST00000554918.1,,HSPA2-AS1
ENST00000411280,ENST00000411280.1,,RNU4-74P
ENST00000555669,ENST00000555669.1,,
ENST00000411181,ENST00000411181.1,,RNA5SP247
ENST00000306306,ENST00000306306.8,774,REEP4
ENST00000365602,ENST00000365602.1,,RNA5SP248
ENST00000516379,ENST00000516379.1,,
ENST00000515919,ENST00000515919.1,,Y_RNA
ENST00000482435,ENST00000482435.3,,RN7SL76P
ENST00000516714,ENST00000516714.1,,RNU6-267P
ENST00000363803,ENST00000363803.1,,RN7SKP174
ENST00000579424,ENST00000579424.1,,MIR3907
ENST00000376617,ENST00000376617.3,,GALNT9-AS1
ENST00000609916,ENST00000609916.1,,
ENST00000693241,ENST00000693241.2,,
ENST00000648243,ENST00000648243.1,,LINC02388
ENST00000603944,ENST00000603944.1,,
ENST00000309268,ENST00000309268.11,1389,EEF1A1
ENST00000412321,ENST00000412321.1,,
ENST00000611748,ENST00000611748.1,,PI4KAP1
ENST00000306984,ENST00000306984.8,540,MPLKIP
ENST00000434096,ENST00000434096.1,,
ENST00000444266,ENST00000444266.2,,LINC01628
ENST00000362403,ENST00000362403.1,,Y_RNA
ENST00000660421,ENST00000660421.1,,
ENST00000619711,ENST00000619711.5,888,PLSCR3
ENST00000430194,ENST00000430194.1,,HIGD1AP4
ENST00000506556,ENST00000506556.1,,THUMPD3P1
ENST00000298705,ENST00000298705.6,1269,PPP1R36
ENST00000415237,ENST00000415237.1,,SUGCT-AS1
ENST00000612579,ENST00000612579.4,,PI4KAP1
ENST00000432405,ENST00000432405.1,,
ENST00000614296,ENST00000614296.1,,
ENST00000410698,ENST00000410698.2,,RN7SKP131
ENST00000554454,ENST00000554454.1,,
ENST00000564492,ENST00000564492.1,,LINC00261
ENST00000618282,ENST00000618282.5,1008,MAGT1
ENST00000556933,ENST00000556933.1,,NUP50P1
ENST00000164305,ENST00000164305.10,1665,PIGB
ENST00000619918,ENST00000619918.1,4920,RIMBP3
ENST00000611762,ENST00000611762.1,,Metazoa_SRP
ENST00000611186,ENST00000611186.1,,SUSD2P2
ENST00000652395,ENST00000652395.1,699,FAM246B
ENST00000671643,ENST00000671643.1,,
ENST00000687608,ENST00000687608.2,,
ENST00000611168,ENST00000611168.1,,CA15P2
ENST00000611403,ENST00000611403.1,,PPP1R26P2
ENST00000651466,ENST00000651466.1,,PELATON
ENST00000616335,ENST00000616335.1,,
ENST00000445651,ENST00000445651.1,,
ENST00000618841,ENST00000618841.1,,
ENST00000385229,ENST00000385229.3,,MIR628
ENST00000444039,ENST00000444039.2,,LINC01637
ENST00000610278,ENST00000610278.2,,
ENST00000436079,ENST00000436079.1,,THAP7-AS1
ENST00000337653,ENST00000337653.7,2247,CHAT
ENST00000422086,ENST00000422086.5,258,TUBA3FP
ENST00000374115,ENST00000374115.5,1599,SLC18A3
ENST00000706202,ENST00000706202.1,1944,
ENST00000306317,ENST00000306317.7,1647,LGI3
ENST00000392219,ENST00000392219.7,537,FXYD5
ENST00000261726,ENST00000261726.11,4461,CUX2
ENST00000263955,ENST00000263955.9,1119,STK17B
ENST00000645495,ENST00000645495.2,1752,RDX
ENST00000598523,ENST00000598523.3,1899,GABRQ
ENST00000573331,ENST00000573331.5,207,TMEM256-PLSCR3
ENST00000382932,ENST00000382932.3,1908,SLC7A4
ENST00000597568,ENST00000597568.2,,
ENST00000439119,ENST00000439119.5,,
ENST00000429008,ENST00000429008.1,,
ENST00000247226,ENST00000247226.13,3660,PLEKHG3
ENST00000481111,ENST00000481111.1,,RPS21P2
ENST00000417035,ENST00000417035.1,,LRRC57P1
ENST00000302422,ENST00000302422.4,342,TMEM256
ENST00000370278,ENST00000370278.4,945,MAGEA3
ENST00000372577,ENST00000372577.2,5250,NUP188
ENST00000691581,ENST00000691581.2,,
ENST00000579717,ENST00000579717.1,,MIR5695
ENST00000670753,ENST00000670753.1,,LINC00507
ENST00000375663,ENST00000375663.8,3795,VARS1
ENST00000639507,ENST00000639507.1,,
ENST00000395867,ENST00000395867.8,1740,ZNF248
ENST00000302926,ENST00000302926.7,2508,NLGN2
ENST00000400418,ENST00000400418.7,,CES5AP1
ENST00000479921,ENST00000479921.2,,RPL21P103
ENST00000615679,ENST00000615679.1,,
ENST00000484010,ENST00000484010.1,,RPL12P32
ENST00000575310,ENST00000575310.1,,
ENST00000525031,ENST00000525031.2,,RBMS2P1
ENST00000539362,ENST00000539362.1,,
ENST00000549163,ENST00000549163.1,,
ENST00000658110,ENST00000658110.1,,
ENST00000323675,ENST00000323675.4,930,SPEM1
ENST00000415114,ENST00000415114.1,,
ENST00000682532,ENST00000682532.1,945,MAGEA2B
ENST00000281923,ENST00000281923.4,2226,MGAT5
ENST00000333870,ENST00000333870.8,1506,SPEM2
ENST00000433168,ENST00000433168.6,,
ENST00000318080,ENST00000318080.7,1881,CRAT
ENST00000415387,ENST00000415387.1,,
ENST00000661436,ENST00000661436.1,,
ENST00000636696,ENST00000636696.4,3591,SPEM3
ENST00000434574,ENST00000434574.1,,CDK7P1
ENST00000222574,ENST00000222574.9,1545,HBP1
ENST00000376856,ENST00000376856.2,,ARPP19P2
ENST00000651314,ENST00000651314.1,327,
ENST00000416102,ENST00000416102.1,,RPL21P34
ENST00000359947,ENST00000359947.9,5724,PTPRF
ENST00000512987,ENST00000512987.2,,CCDC188BP
ENST00000418264,ENST00000418264.1,,ZDHHC8BP
ENST00000323206,ENST00000323206.2,1527,TMEM102
ENST00000449711,ENST00000449711.1,,LINC01659
ENST00000570444,ENST00000570444.1,,
ENST00000260443,ENST00000260443.9,492,RSL24D1
ENST00000375661,ENST00000375661.6,288,LSM2
ENST00000426024,ENST00000426024.1,,
ENST00000452779,ENST00000452779.3,237,CSAG1
ENST00000375654,ENST00000375654.5,1926,HSPA1L
ENST00000320372,ENST00000320372.9,,FAM230I
ENST00000525748,ENST00000525748.6,2394,SLC6A5
ENST00000652329,ENST00000652329.1,,
ENST00000375651,ENST00000375651.7,1926,HSPA1A
ENST00000607036,ENST00000607036.1,,
ENST00000447049,ENST00000447049.1,,
ENST00000393869,ENST00000393869.8,945,MAGEA12
ENST00000375650,ENST00000375650.5,1926,HSPA1B
ENST00000649802,ENST00000649802.1,,
ENST00000658787,ENST00000658787.1,,
ENST00000644917,ENST00000644917.1,6987,SPTB
ENST00000437309,ENST00000437309.1,,
ENST00000360839,ENST00000360839.7,7629,ANKHD1
ENST00000417843,ENST00000417843.2,,
ENST00000304402,ENST00000304402.6,1302,GPR22
ENST00000384547,ENST00000384547.1,,RNA5SP284
ENST00000455245,ENST00000455245.1,,DUX4L50
ENST00000581659,ENST00000581659.1,,MIR4477B
ENST00000376334,ENST00000376334.3,,FRG1JP
ENST00000485382,ENST00000485382.3,,
ENST00000618523,ENST00000618523.1,,U6
ENST00000293829,ENST00000293829.9,678,FGF11
ENST00000284601,ENST00000284601.4,3369,PPP1R3A
ENST00000341287,ENST00000341287.9,582,C2orf80
ENST00000622027,ENST00000622027.1,,MIR7855
ENST00000372715,ENST00000372715.7,1611,DYNC2I2
ENST00000576615,ENST00000576615.1,,
ENST00000575331,ENST00000575331.1,,
ENST00000684311,ENST00000684311.1,945,MAGEA2
ENST00000445682,ENST00000445682.2,,GUSBP11
ENST00000664735,ENST00000664735.1,,
ENST00000314606,ENST00000314606.9,1527,FARSA
ENST00000422468,ENST00000422468.1,,TRIM43CP
ENST00000449443,ENST00000449443.1,,RPL36P13
ENST00000551568,ENST00000551568.6,1332,CPM
ENST00000430707,ENST00000430707.2,,
ENST00000415146,ENST00000415146.1,,
ENST00000635364,ENST00000635364.1,,
ENST00000365464,ENST00000365464.1,,RNA5SP238
ENST00000607845,ENST00000607845.1,,MIR3666
ENST00000435868,ENST00000435868.1,,
ENST00000378120,ENST00000378120.5,,BLACE
ENST00000401499,ENST00000401499.1,,LINC03010
ENST00000569431,ENST00000569431.1,,
ENST00000660995,ENST00000660995.1,,
ENST00000419225,ENST00000419225.1,,EN2-DT
ENST00000334660,ENST00000334660.10,588,CHP1
ENST00000545435,ENST00000545435.1,,VPS51P3
ENST00000592636,ENST00000592636.1,,FARSA-AS1
ENST00000619843,ENST00000619843.1,,MIR6515
ENST00000589120,ENST00000589120.1,,
ENST00000297375,ENST00000297375.4,1002,EN2
ENST00000415333,ENST00000415333.1,,
ENST00000661438,ENST00000661438.1,1326,
ENST00000426392,ENST00000426392.1,,RWDD4P2
ENST00000470372,ENST00000470372.3,,RN7SL496P
ENST00000376678,ENST00000376678.6,,LINC01257
ENST00000569710,ENST00000569710.1,,CDK13-DT
ENST00000599845,ENST00000599845.3,384,CSAG3
ENST00000549725,ENST00000549725.1,,
ENST00000537762,ENST00000537762.2,,
ENST00000651163,ENST00000651163.1,,MAGEA6-DT
ENST00000497406,ENST00000497406.2,,RPS6P22
ENST00000581486,ENST00000581486.6,1845,NCOA4
ENST00000220514,ENST00000220514.8,690,OIP5
ENST00000281828,ENST00000281828.8,1770,FARSB
ENST00000456671,ENST00000456671.1,,JPT1P1
ENST00000370277,ENST00000370277.5,519,CETN2
ENST00000434635,ENST00000434635.1,,
ENST00000375640,ENST00000375640.7,,SNHG32
ENST00000374139,ENST00000374139.8,792,DRGX
ENST00000520547,ENST00000520547.4,465,EIF5AL1
ENST00000339992,ENST00000339992.4,822,HMX2
ENST00000659148,ENST00000659148.1,,SNHG11
ENST00000364953,ENST00000364953.1,,SNORD48
ENST00000364884,ENST00000364884.1,,SNORD52
ENST00000642849,ENST00000642849.1,,EHMT2-AS1
ENST00000306071,ENST00000306071.7,1506,CHRNB1
ENST00000375527,ENST00000375527.3,1380,ZBTB12
ENST00000371269,ENST00000371269.9,1551,DHCR24
ENST00000370274,ENST00000370274.8,1122,NSDHL
ENST00000532219,ENST00000532219.5,7854,ANKHD1-EIF4EBP3
ENST00000671360,ENST00000671360.1,,
ENST00000535214,ENST00000535214.6,1347,PNMA5
ENST00000586534,ENST00000586534.6,1092,RAD23A
ENST00000452967,ENST00000452967.2,,
ENST00000280097,ENST00000280097.5,879,HNMT
ENST00000310331,ENST00000310331.3,303,EIF4EBP3
ENST00000335693,ENST00000335693.9,1317,SUGCT
ENST00000290691,ENST00000290691.10,1422,RGL4
ENST00000301599,ENST00000301599.7,480,TMEM88
ENST00000507279,ENST00000507279.5,,
ENST00000505275,ENST00000505275.1,,HAUS1P1
ENST00000489727,ENST00000489727.2,,RPL36P11
ENST00000441935,ENST00000441935.1,,MTCO1P44
ENST00000443406,ENST00000443406.1,,LINC01450
ENST00000665804,ENST00000665804.1,,LINC01449
ENST00000332439,ENST00000332439.5,687,CYB5D1
ENST00000316939,ENST00000316939.3,669,GADD45GIP1
ENST00000341976,ENST00000341976.5,1341,ZNF70
ENST00000624171,ENST00000624171.1,,
ENST00000517026,ENST00000517026.1,,SCARNA21
ENST00000586630,ENST00000586630.1,,
ENST00000253039,ENST00000253039.9,1419,EIF2S3
ENST00000588095,ENST00000588095.2,,
ENST00000625100,ENST00000625100.1,,
ENST00000573621,ENST00000573621.1,17,
ENST00000596786,ENST00000596786.1,,
ENST00000364537,ENST00000364537.1,,
ENST00000248948,ENST00000248948.4,372,VPREB3
ENST00000252102,ENST00000252102.9,300,NDUFA2
ENST00000527524,ENST00000527524.8,2871,GRIK4
ENST00000456721,ENST00000456721.4,,LAMA5-AS1
ENST00000328046,ENST00000328046.8,1815,KLHL15
ENST00000402217,ENST00000402217.8,447,C22orf15
ENST00000375882,ENST00000375882.7,648,CSNK2B
ENST00000341772,ENST00000341772.5,2214,DNER
ENST00000420457,ENST00000420457.1,,PHKA1P1
ENST00000430586,ENST00000430586.1,,
ENST00000610979,ENST00000610979.2,,
ENST00000441321,ENST00000441321.1,,RPL27P7
ENST00000228476,ENST00000228476.8,1044,DAO
ENST00000413403,ENST00000413403.1,,
ENST00000542735,ENST00000542735.2,1062,DND1
ENST00000482222,ENST00000482222.1,,RAD52P1
ENST00000685138,ENST00000685138.2,,
ENST00000303731,ENST00000303731.9,438,TRAPPC1
ENST00000669335,ENST00000669335.1,,
ENST00000702431,ENST00000702431.1,,
ENST00000702434,ENST00000702434.1,,
ENST00000609087,ENST00000609087.2,,LCDR
ENST00000609470,ENST00000609470.7,,SDCBP2-AS1
ENST00000616448,ENST00000616448.2,2931,PARG
ENST00000434562,ENST00000434562.2,,
ENST00000674077,ENST00000674077.2,978,MAS1
ENST00000548873,ENST00000548873.1,,
ENST00000374694,ENST00000374694.3,2085,FZD8
ENST00000545709,ENST00000545709.1,,
ENST00000664648,ENST00000664648.1,,
ENST00000651503,ENST00000651503.2,3720,MECOM
ENST00000326652,ENST00000326652.9,702,TMEM150B
ENST00000546910,ENST00000546910.6,567,CLEC5A
ENST00000332312,ENST00000332312.4,2301,EMILIN3
ENST00000668553,ENST00000668553.1,,
ENST00000621389,ENST00000621389.1,,
ENST00000650928,ENST00000650928.1,,LINC00654
ENST00000261534,ENST00000261534.9,2253,POMT2
ENST00000547270,ENST00000547270.1,1002,TAS2R38
ENST00000384485,ENST00000384485.1,,RNU6-102P
ENST00000624256,ENST00000624256.1,,
ENST00000450640,ENST00000450640.1,,LINC01729
ENST00000447840,ENST00000447840.1,,RPS18P1
ENST00000559596,ENST00000559596.6,1326,NUSAP1
ENST00000413249,ENST00000413249.1,,
ENST00000303921,ENST00000303921.3,1842,GPR37
ENST00000647713,ENST00000647713.1,,LINC03043
ENST00000429043,ENST00000429043.1,,FDPSP7
ENST00000434531,ENST00000434531.1,,
ENST00000365015,ENST00000365015.1,,Y_RNA
ENST00000365089,ENST00000365089.1,,Y_RNA
ENST00000459742,ENST00000459742.1,,
ENST00000442564,ENST00000442564.1,,
ENST00000454746,ENST00000454746.1,,DDX5P1
ENST00000453064,ENST00000453064.1,,RPL7AP43
ENST00000559959,ENST00000559959.1,,
ENST00000422704,ENST00000422704.7,2589,SEMA4D
ENST00000255613,ENST00000255613.8,1389,KMT5C
ENST00000636308,ENST00000636308.1,,DTX2P1-UPK3BP1-PMS2P11
ENST00000356956,ENST00000356956.6,7476,IGF2R
ENST00000260361,ENST00000260361.9,984,NDUFAF1
ENST00000645818,ENST00000645818.2,2388,SPG7
ENST00000425797,ENST00000425797.2,,DTX2P1
ENST00000428678,ENST00000428678.1,,UPK3BP1
ENST00000223428,ENST00000223428.9,2052,ZNF510
ENST00000601203,ENST00000601203.1,,AIRN
ENST00000363537,ENST00000363537.1,,RNU6-1169P
ENST00000451831,ENST00000451831.1,,PMS2P11
ENST00000366273,ENST00000366273.3,,CHP1P2
ENST00000379019,ENST00000379019.7,2019,GPCPD1
ENST00000441237,ENST00000441237.1,,PMS2P9
ENST00000308208,ENST00000308208.10,1692,CCDC63
ENST00000422311,ENST00000422311.1,,EIF4EP1
ENST00000407184,ENST00000407184.5,732,RBAK-RBAKDN
ENST00000260386,ENST00000260386.7,1386,ITPKA
ENST00000603090,ENST00000603090.1,,
ENST00000354371,ENST00000354371.7,630,COPS8
ENST00000498308,ENST00000498308.1,,RBAKDN
ENST00000412637,ENST00000412637.1,,RPS15AP13
ENST00000326529,ENST00000326529.9,267,COX6B2
ENST00000409243,ENST00000409243.1,,
ENST00000448444,ENST00000448444.2,,NANOGNBP1
ENST00000421326,ENST00000421326.1,,
ENST00000435407,ENST00000435407.1,,
ENST00000309546,ENST00000309546.8,888,LIME1
ENST00000366963,ENST00000366963.9,1665,SLC22A1
ENST00000442706,ENST00000442706.2,,
ENST00000437837,ENST00000437837.1,,
ENST00000436547,ENST00000436547.7,1128,TIAL1
ENST00000591954,ENST00000591954.3,1418,
ENST00000370396,ENST00000370396.7,1812,MTM1
ENST00000563694,ENST00000563694.6,2712,CNTROB
ENST00000623918,ENST00000623918.1,,C20orf181
ENST00000601296,ENST00000601296.2,,
ENST00000369916,ENST00000369916.5,1410,ABHD16B
ENST00000402250,ENST00000402250.1,,
ENST00000494947,ENST00000494947.5,,RNF216P1
ENST00000278460,ENST00000278460.12,996,CSTPP1
ENST00000424985,ENST00000424985.3,2769,GARIN5B
ENST00000395348,ENST00000395348.8,1530,SLC16A9
ENST00000430535,ENST00000430535.1,,PPIAP91
ENST00000540229,ENST00000540229.1,2247,SLCO1B3-SLCO1B7
ENST00000265026,ENST00000265026.8,2901,MAP3K13
ENST00000537250,ENST00000537250.5,,MSRB3-AS1
ENST00000674911,ENST00000674911.1,,
ENST00000404404,ENST00000404404.6,,
ENST00000264563,ENST00000264563.7,600,IL11
ENST00000565623,ENST00000565623.1,,
ENST00000363214,ENST00000363214.1,,SNORD68
ENST00000572227,ENST00000572227.1,,
ENST00000463581,ENST00000463581.1,,
ENST00000651726,ENST00000651726.1,,
ENST00000623628,ENST00000623628.1,,
ENST00000658869,ENST00000658869.1,,
ENST00000552027,ENST00000552027.1,,
ENST00000667795,ENST00000667795.1,,
ENST00000641086,ENST00000641086.1,927,OR4N5
ENST00000542110,ENST00000542110.1,,NDUFA5P6
ENST00000623737,ENST00000623737.1,,
